unit,hhtyp,indic_il,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
NAC,HH_NDCH,MED_E,XK	: 	: 	: 	: 	1920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MEI_E,AL	: 	320903 	312321 	288467 	273495 	259006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MEI_E,AT	22047 b	20111 	21478 	21310 	20199 	19922 	18393 	18347 	18925 	16861 	17141 	16582 	16184 	15946 	15326 b	13806 	13721 	13550 	12746 	12039 
NAC,HH_NDCH,MEI_E,BE	18413 b	17080 	18166 	16704 b	16928 	15646 	15470 	15245 	15529 	14975 	14247 	14225 	14341 	14194 	13841 	12853 	12115 	11847 	11248 	11046 
NAC,HH_NDCH,MEI_E,BG	10392 b	10569 	9416 	8566 	6699 	7088 	5837 b	6105 	5672 	5463 	5037 	5228 	5211 	5129 	4042 	2508 	2259 	: 	: 	: 
NAC,HH_NDCH,MEI_E,CH	39989 	40456 	41384 	38965 	39368 	40710 	40996 	42372 	42362 b	43746 	43722 	41930 	41696 	43512 	41604 	42279 	: 	: 	: 	: 
NAC,HH_NDCH,MEI_E,CY	13535 b	11437 	11445 	11012 	10358 	9501 	9305 	9490 	10190 	12045 	13645 	13776 	13178 	14156 	8271 b	7404 	6963 	6364 	: 	: 
NAC,HH_NDCH,MEI_E,CZ	258290 b	233058 	220247 	206809 	189856 	176684 	166916 	158441 	154641 	152404 	148515 	148869 	149291 	147323 	138771 	126302 	114982 	110626 	: 	: 
NAC,HH_NDCH,MEI_E,DE	21061 b	20756 	21174 b	17833 	17153 	17046 	16322 	15080 	14278 	14166 	14076 	14116 	14030 	13726 	13717 	13504 	9948 	12146 	: 	: 
NAC,HH_NDCH,MEI_E,DK	209961 b	203685 	190126 b	193912 	195106 	170584 	162058 	155840 	150113 	146817 	151047 	152008 b	148979 	123526 	149340 	145355 	138010 	134046 	125964 	114420 
NAC,HH_NDCH,MEI_E,EE	13472 	11059 	11004 	10041 	9220 	8188 	7767 	7416 	6537 b	5561 	5099 	4669 	4984 	5846 	5198 	4282 	3536 	2772 	2507 	: 
NAC,HH_NDCH,MEI_E,EL	6544 b	5746 	5668 	5121 	4735 	4359 	4017 	3994 	3959 	4507 	5240 	7110 	8929 	8404 	7907 	7852 	7234 	6998 	6536 	6241 
NAC,HH_NDCH,MEI_E,ES	12626 b	11521 	12044 	11356 	11110 	10797 	10288 	10003 	10062 	10635 	11384 	11453 	12667 	13487 	13038 b	10069 	9506 	9029 	8081 	: 
NAC,HH_NDCH,MEI_E,FI	20826 	20103 	20824 	19995 	19706 	18744 	18347 	18740 	18852 	18878 	18505 	17321 	16930 	17977 	17423 	15528 	14834 	14878 	13642 	: 
NAC,HH_NDCH,MEI_E,FR	14899 b	13949 	13563 b	16580 	15086 	15691 	15413 	15907 	15681 	15938 	16427 	15657 	15153 	15452 	14509 b	10401 	10145 	10424 	10746 	: 
NAC,HH_NDCH,MEI_E,HR	51341 b	42852 	41100 	38272 	34697 	34860 	32154 	31603 	30381 	29152 	29637 	30369 	34614 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MEI_E,HU	2121950 b	1887357 	1687446 	1455728 	1323864 	1188545 	1148735 	1086796 	1011755 	929852 	899517 	884491 	768804 	802864 	765612 	774005 	787485 	612582 	: 	: 
NAC,HH_NDCH,MEI_E,IE	25733 b	23253 	23329 b	23439 	22826 	20726 	17641 	17335 	16015 	15927 	15626 	15845 	17125 	19277 	21979 	21898 	19735 	18208 	17207 	16261 
NAC,HH_NDCH,MEI_E,IS	: 	: 	: 	: 	4300154 	4131079 	3787290 	3410558 	3124974 	2945156 	2697882 	2701299 	3020380 	3485422 	2848509 	2468083 	2219425 	1959548 	1811266 	: 
NAC,HH_NDCH,MEI_E,IT	12835 b	11939 	12592 	12152 	11862 	11544 	11229 	10681 	10724 	11036 	11648 	11307 	11685 	11628 	11333 	11237 	10977 	10655 	10117 	: 
NAC,HH_NDCH,MEI_E,LT	10150 b	9304 	8010 	7296 	6620 	6452 	5768 	5239 	16513 	14658 	13210 	11323 	12475 	15573 	13528 	11426 	8202 	6728 	: 	: 
NAC,HH_NDCH,MEI_E,LU	36297 b	29679 b	23646 b	25961 	23298 	24632 	22568 b	26466 	25326 	26531 	25761 	23991 	26233 	26016 	24743 	24688 	22586 	22122 	20567 	21182 
NAC,HH_NDCH,MEI_E,LV	8654 b	8524 	7781 	7651 	6720 	6139 	5710 	5317 	4862 	4301 	3885 	3460 	3998 	5507 	5136 	3294 	2764 	1941 	: 	: 
NAC,HH_NDCH,MEI_E,ME	4152 	3545 	3623 	3367 	3239 	2831 	2769 	2733 	2656 	2655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MEI_E,MK	: 	: 	152752 	135864 	137811 	128301 	121578 	110669 	95549 	93705 	94136 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MEI_E,MT	17229 b	16001 	15526 	14023 	13169 	12957 	11948 	11901 	11404 	10786 	10614 	10309 	10138 	10292 	9764 	8594 	3841 	3505 	: 	: 
NAC,HH_NDCH,MEI_E,NL	21782 b	20839 	20694 	19285 	18716 	18525 	17955 b	16613 	16176 	16483 	16057 	16434 	16831 	17314 	16505 	15572 	14718 	14747 	: 	: 
NAC,HH_NDCH,MEI_E,NO	331218 	309401 b	315839 	306391 	260925 	288803 	272831 	264174 	263463 	259247 	245877 	208388 	219768 	238110 	217270 	188341 	174130 	219535 	190304 	202735 
NAC,HH_NDCH,MEI_E,PL	32638 b	28038 	26128 	24036 	21405 	20604 	19179 	18148 	18086 	17687 	17088 	16208 	15349 	14702 	12692 	10385 	9306 	8631 	: 	: 
NAC,HH_NDCH,MEI_E,PT	7942 b	6940 b	6858 	6264 	5650 	5242 	4956 	4821 	4926 	5502 	5645 	6852 	6782 	7038 	6737 	6343 	6121 	6190 	5805 	: 
NAC,HH_NDCH,MEI_E,RO	20717 b	18397 	17032 	15347 	12717 	9721 	8885 	8239 	7463 	7040 	6726 	6743 	6731 	6302 	5453 	4864 	: 	: 	: 	: 
NAC,HH_NDCH,MEI_E,RS	: 	349029 	329811 	279736 	219491 	206861 	209927 	185364 	174883 	194680 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MEI_E,SE	221513 	182009 	181477 	175592 	175687 	173443 	165592 	157874 	151681 	149880 	146081 	133746 	132587 	141327 	130124 b	142717 	141193 	134600 	128088 	: 
NAC,HH_NDCH,MEI_E,SI	11121 b	9853 	9833 	9144 	8306 	7921 	7454 	7419 	7349 	7221 	7469 	7880 	7714 	7935 	7020 	6483 	1482278 	1330768 	: 	: 
NAC,HH_NDCH,MEI_E,SK	6519 b	6036 	6608 	6496 	6057 	6040 	5808 	5471 	5879 	5433 	5878 	5358 	5262 	4755 	129733 	119133 	105992 	89243 	: 	: 
NAC,HH_NDCH,MEI_E,TR	: 	22057 	21371 	18914 	16107 	14970 	13408 	11334 	9988 	9200 	9311 	8341 	7332 	7616 	6634 	6459 	5199 	: 	: 	: 
NAC,HH_NDCH,MEI_E,UK	: 	: 	: 	: 	17795 	17696 b	15573 	15952 	15425 	14179 	13488 b	14482 	14180 	14361 	14617 	13799 	12830 	12503 	: 	: 
NAC,HH_NDCH,MEI_E,XK	: 	: 	: 	: 	2724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MED_E,AL	: 	250459 	251957 	224604 	213851 	188033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MED_E,AT	20700 b	19797 	19845 	18523 	18706 	18080 	17088 	16823 	16811 	15913 	15924 	15308 	15308 	15125 	14300 b	13195 	13058 	12593 	12235 	11306 
NAC,TOTAL,MED_E,BE	21891 b	19556 	20409 	19121 b	19072 	17897 	17567 	17080 	17515 	17398 	16048 	15508 	15472 	15438 	14521 	13869 	13907 	13134 	12478 	12256 
NAC,TOTAL,MED_E,BG	8116 b	7637 	7323 	6631 	5333 	5422 	4569 b	5000 	4492 	4438 	4383 	4408 	4641 	4691 	3496 	2334 	1956 	: 	: 	: 
NAC,TOTAL,MED_E,CH	39477 	38661 	39161 	38283 	37649 	37991 	38256 	39445 	38285 b	41486 	40518 	39021 	38664 	39083 	37229 	36364 	: 	: 	: 	: 
NAC,TOTAL,MED_E,CY	14963 b	13637 	13724 	13174 	12379 	11647 	11041 	10558 	11480 	12834 	14228 	14253 	13756 	14329 	8205 b	8164 	7351 	6843 	: 	: 
NAC,TOTAL,MED_E,CZ	271477 b	236827 	238234 	226787 	211534 	192617 	181184 	172098 	163632 	158537 	156187 	150396 	150470 	150716 	136412 	124822 	114775 	106374 	: 	: 
NAC,TOTAL,MED_E,DE	19752 b	19259 	21546 b	19139 	17972 	17517 	16733 	15990 	15387 	15229 	15443 	14542 	14620 	14405 	14225 	13634 	11271 	12299 	: 	: 
NAC,TOTAL,MED_E,DK	225346 b	211604 	202246 b	206624 	201911 	194927 	189831 	187105 	182535 	179192 	179091 	178514 b	169436 	163462 	165373 	159787 	150593 	147460 	140851 	137313 
NAC,TOTAL,MED_E,EE	12957 	10568 	10329 	9800 	9105 	7906 	7368 	6821 	6100 b	5520 	5033 	4627 	4671 	5278 	4919 	3899 	3099 	2579 	2167 	: 
NAC,TOTAL,MED_E,EL	6574 b	5853 	5761 	5444 	5000 	4709 	4352 	4425 	4520 	4720 	5856 	7660 	8867 	8676 	8150 	7567 	7542 	7628 	6910 	6285 
NAC,TOTAL,MED_E,ES	12065 b	10681 	11715 	10903 	10790 	10204 	9382 	9084 	8993 	9493 	10037 	10177 	11022 	11638 	11304 b	9178 	8889 	8381 	7833 	: 
NAC,TOTAL,MED_E,FI	21914 	20965 	21300 	20755 	19816 	18959 	18660 	19135 	19019 	19121 	18747 	17802 	17283 	17698 	16536 	15178 	14779 	14295 	13343 	: 
NAC,TOTAL,MED_E,FR	16707 b	15950 	15408 b	16887 	16031 	15903 	15859 	16137 	15689 	15687 	15530 	14882 	14680 	14814 	14391 b	11844 	11877 	11908 	11437 	: 
NAC,TOTAL,MED_E,HR	54577 b	48402 	47521 	42886 	38667 	35261 	32226 	30142 	28000 	28176 	29188 	29202 	32220 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MED_E,HU	1880952 b	1692361 	1606535 	1397600 	1188265 	1088894 	1012571 	942107 	872000 	839600 	860115 	760187 	728295 	732720 	676053 	671177 	647057 	562500 	: 	: 
NAC,TOTAL,MED_E,IE	23075 b	21545 	21409 b	20458 	20519 	17965 	16766 	15772 	13433 	13334 	12669 	12668 	13185 	15814 	17786 	17431 	16091 	15217 	15116 	14426 
NAC,TOTAL,MED_E,IS	: 	: 	: 	: 	4343215 	4161947 	3724923 	3372033 	3188399 	2926350 	2628599 	2608978 	2662151 	2912937 	2599650 	2308677 	1993698 	1842285 	1731450 	: 
NAC,TOTAL,MED_E,IT	12865 b	11640 	12867 	12239 	11634 	11489 	11309 	11048 	10996 	10998 	11338 	11421 	11440 	11448 	11527 	11065 	10767 	10517 	9989 	: 
NAC,TOTAL,MED_E,LT	8404 b	7660 	7110 	6126 	5769 	5069 	4715 	4229 	13389 	12360 	11514 	9120 	9697 	13232 	12000 	9840 	7400 	5766 	: 	: 
NAC,TOTAL,MED_E,LU	34198 b	31008 b	25485 b	24470 	22756 	24625 	22642 b	24786 	23797 	22180 	21526 	22780 	22205 	21857 	23108 	22834 	21889 	20879 	20579 	19353 
NAC,TOTAL,MED_E,LV	8128 b	7779 	7345 	7034 	6262 	5646 	5319 	4806 	4240 	3684 	3472 	3083 	3399 	4711 	4213 	2789 	2085 	1694 	: 	: 
NAC,TOTAL,MED_E,ME	3178 	2760 	2857 	2760 	2644 	2393 	2286 	2162 	2000 	2000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MED_E,MK	: 	: 	131240 	125443 	120203 	111960 	102951 	99202 	89900 	88208 	81549 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MED_E,MT	15955 b	14764 	14049 	13610 	12703 	12314 	11505 	11595 	10787 	9809 	9453 	8992 	8740 	9168 	8781 	8052 	3342 	3242 	: 	: 
NAC,TOTAL,MED_E,NL	27886 b	26350 	23519 	22210 	21552 	21225 	20076 b	18397 	18032 	18185 	17690 	17455 	17686 	17753 	17192 	15939 	14813 	14403 	: 	: 
NAC,TOTAL,MED_E,NO	324573 	302065 b	321989 	305492 	295190 	286425 	287215 	279420 	279348 	265408 	256699 	232076 	231877 	231477 	209640 	190409 	166083 	171345 	180059 	179524 
NAC,TOTAL,MED_E,PL	29027 b	26354 	25054 	22000 	19941 	18872 	18171 	17054 	16333 	15954 	15497 	15000 	14198 	13494 	11415 	9360 	8137 	7143 	: 	: 
NAC,TOTAL,MED_E,PT	8100 b	8391 b	8207 	7624 	6960 	6552 	6139 	5741 	5542 	5699 	5890 	6267 	6413 	6330 	6300 	5838 	5687 	5636 	5351 	: 
NAC,TOTAL,MED_E,RO	20308 b	17767 	15513 	13534 	11088 	8669 	7313 	6990 	6109 	5874 	5596 	5478 	5679 	5199 	4408 	3888 	: 	: 	: 	: 
NAC,TOTAL,MED_E,RS	: 	333496 	322000 	268699 	221164 	195097 	179178 	169091 	166667 	169145 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MED_E,SE	223999 	204315 	203931 	194988 	195303 	190469 	182360 	181662 	170948 	175008 	168495 	157485 	154077 	154379 	141372 b	135417 	129935 	124681 	122431 	: 
NAC,TOTAL,MED_E,SI	13473 b	12152 	11819 	11307 	10532 	9759 	9506 	9448 	9029 	9047 	9197 	9311 	9085 	9342 	8434 	7561 	1691174 	1540660 	: 	: 
NAC,TOTAL,MED_E,SK	6173 b	6041 	6696 	6427 	5961 	5650 	5367 	5345 	5351 	5282 	5575 	5085 	4935 	4586 	131674 	120371 	100920 	89262 	: 	: 
NAC,TOTAL,MED_E,TR	: 	15483 	14735 	12615 	10679 	9631 	8404 	7348 	6612 	5896 	5668 	5054 	4478 	4393 	3988 	3747 	3028 	: 	: 	: 
NAC,TOTAL,MED_E,UK	: 	: 	: 	: 	15299 	14800 b	13799 	13272 	13271 	12092 	12098 b	11720 	11685 	11666 	12489 	11803 	10682 	10203 	: 	: 
NAC,TOTAL,MED_E,XK	: 	: 	: 	: 	1657 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MEI_E,AL	: 	308401 	302741 	277680 	261872 	241657 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MEI_E,AT	22876 b	21664 	21818 	21143 	20784 	20449 	18947 	18914 	19026 	17670 	17806 	17325 	17198 	16927 	16233 b	14610 	14237 	14102 	13365 	12748 
NAC,TOTAL,MEI_E,BE	21974 b	20022 	20800 	19471 b	19322 	18533 	18346 	17742 	17909 	17911 	16608 	16257 	16219 	15949 	15472 	14685 	14366 	13685 	12657 	12987 
NAC,TOTAL,MEI_E,BG	10908 b	10708 	9784 	9024 	7224 	7293 	5898 b	6388 	5642 	5439 	5047 	5401 	5454 	5391 	4375 	2714 	2275 	: 	: 	: 
NAC,TOTAL,MEI_E,CH	44376 	43815 	43555 	41525 	41560 	42635 	42606 	43464 	43116 b	45224 	44407 	43366 	42411 	43663 	41982 	41658 	: 	: 	: 	: 
NAC,TOTAL,MEI_E,CY	16762 b	14660 	14836 	14453 	13124 	12641 	12421 	12391 	12990 	14526 	15834 	15644 	15155 	15679 	9025 b	8884 	8134 	7486 	: 	: 
NAC,TOTAL,MEI_E,CZ	286981 b	256832 	251341 	235330 	218132 	202849 	192862 	182973 	175714 	171053 	168260 	165944 	165312 	163854 	148091 	135965 	124498 	119045 	: 	: 
NAC,TOTAL,MEI_E,DE	22076 b	21934 	23095 b	19878 	19561 	18808 	18041 	17286 	16596 	16508 	16174 	15708 	15628 	15657 	15518 	15110 	11709 	13181 	: 	: 
NAC,TOTAL,MEI_E,DK	240400 b	223598 	212798 b	218933 	213957 	206358 	200499 	190423 	187225 	179276 	181227 	177591 b	164126 	151083 	164665 	159370 	149302 	144369 	138704 	130416 
NAC,TOTAL,MEI_E,EE	14725 	11922 	11617 	10962 	10003 	8914 	8516 	8130 	7352 b	6447 	5800 	5284 	5462 	6117 	5528 	4588 	3685 	3037 	2739 	: 
NAC,TOTAL,MEI_E,EL	7845 b	7002 	6986 	6394 	6069 	5873 	5605 	5612 	5769 	5988 	7244 	9204 	10557 	10222 	9818 	9283 	9128 	8796 	8110 	7577 
NAC,TOTAL,MEI_E,ES	14228 b	12954 	13672 	13085 	12958 	12402 	11762 	11326 	11145 	11371 	12193 	12445 	13181 	13749 	13270 b	10738 	10178 	9660 	8955 	: 
NAC,TOTAL,MEI_E,FI	23785 	22616 	23099 	22449 	21482 	20561 	20330 	20506 	20577 	20608 	20065 	19004 	18535 	18840 	17891 	16658 	16113 	15466 	14570 	: 
NAC,TOTAL,MEI_E,FR	19298 b	18561 	17744 b	18989 	17730 	17947 	18002 	18067 	17708 	18091 	18143 	17508 	17079 	17091 	16559 b	12860 	13079 	12911 	12505 	: 
NAC,TOTAL,MEI_E,HR	59596 b	52943 	50364 	46917 	42293 	40095 	36614 	34659 	32836 	32593 	33260 	34060 	37690 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MEI_E,HU	2211675 b	1942445 	1859589 	1600098 	1402650 	1246936 	1181928 	1105354 	1035655 	981345 	998264 	915374 	815613 	831427 	779988 	767812 	821470 	664874 	: 	: 
NAC,TOTAL,MEI_E,IE	25228 b	23672 	23382 b	22891 	22406 	20604 	18819 	17941 	16694 	16040 	15449 	15455 	16264 	18486 	20460 	20429 	18741 	17418 	16838 	15842 
NAC,TOTAL,MEI_E,IS	: 	: 	: 	: 	4488836 	4240629 	3870878 	3496544 	3273279 	3044945 	2778042 	2720114 	2888819 	3383110 	2904513 	2611975 	2169952 	1964283 	1817427 	: 
NAC,TOTAL,MEI_E,IT	15106 b	13823 	14649 	13972 	13714 	13445 	13210 	12856 	12827 	12953 	13267 	13207 	13390 	13379 	13175 	13002 	12630 	12335 	11679 	: 
NAC,TOTAL,MEI_E,LT	10682 b	9691 	8703 	7637 	7023 	6321 	5864 	5552 	16989 	15390 	13856 	11579 	12949 	16448 	14367 	11576 	8897 	7309 	: 	: 
NAC,TOTAL,MEI_E,LU	38606 b	34199 b	29119 b	29857 	26809 	28654 	26077 b	29099 	27469 	27483 	26138 	26238 	26415 	26623 	26710 	25964 	25274 	23659 	22873 	22203 
NAC,TOTAL,MEI_E,LV	9627 b	9348 	8720 	8258 	7392 	6503 	6224 	5757 	5172 	4604 	4308 	3840 	4241 	5612 	5121 	3432 	2732 	2086 	: 	: 
NAC,TOTAL,MEI_E,ME	3714 	3282 	3398 	3214 	3143 	3102 	2865 	2766 	2684 	2650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MEI_E,MK	: 	: 	148710 	136515 	130250 	123750 	118203 	113270 	106583 	106128 	101457 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MEI_E,MT	18556 b	17039 	16421 	14684 	14210 	13783 	12846 	12647 	11770 	10839 	10235 	9897 	9674 	9905 	9576 	8609 	3665 	3525 	: 	: 
NAC,TOTAL,MEI_E,NL	27037 b	26028 	24742 	22541 	21958 	21706 	20620 b	19263 	18711 	18514 	18255 	18067 	18428 	18779 	18503 	17015 	15692 	15090 	: 	: 
NAC,TOTAL,MEI_E,NO	354711 	326549 b	331647 	320634 	293296 	300078 	296566 	286328 	288227 	271622 	263110 	234256 	237872 	243880 	223050 	193672 	189083 	196734 	195919 	199445 
NAC,TOTAL,MEI_E,PL	33000 b	29973 	28488 	25801 	23163 	22204 	21338 	20366 	19797 	19166 	18843 	18020 	17121 	16446 	14376 	11884 	10779 	9867 	: 	: 
NAC,TOTAL,MEI_E,PT	9532 b	9301 b	9135 	8404 	7737 	7408 	7029 	6743 	6538 	6750 	7023 	7751 	7894 	7957 	7872 	7601 	7371 	7339 	6910 	: 
NAC,TOTAL,MEI_E,RO	22610 b	20207 	18138 	16318 	13426 	10244 	9012 	8403 	7711 	7376 	6925 	7025 	7171 	6707 	5793 	5279 	: 	: 	: 	: 
NAC,TOTAL,MEI_E,RS	: 	391535 	378771 	312525 	257000 	245495 	234362 	229018 	211236 	223199 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,TOTAL,MEI_E,SE	234681 	210341 	205865 	196623 	197425 	196398 	187383 	180438 	173130 	172745 	166703 	155419 	153288 	156624 	143142 b	142549 	135060 	131332 	127042 	: 
NAC,TOTAL,MEI_E,SI	13932 b	12649 	12333 	11834 	10839 	10270 	9981 	9947 	9533 	9467 	9623 	9692 	9588 	9718 	8846 	8015 	1819751 	1669579 	: 	: 
NAC,TOTAL,MEI_E,SK	6530 b	6350 	6761 	6548 	5994 	5827 	5669 	5582 	5867 	5596 	6007 	5419 	5285 	4970 	137587 	125961 	112538 	95615 	: 	: 
NAC,TOTAL,MEI_E,TR	: 	23089 	21694 	18323 	15860 	14381 	12493 	10694 	9444 	8587 	8270 	7405 	6536 	6433 	5773 	5451 	4501 	: 	: 	: 
NAC,TOTAL,MEI_E,UK	: 	: 	: 	: 	17975 	17390 b	15608 	15642 	15022 	13815 	13677 b	14265 	13887 	13716 	14555 	13469 	12305 	12308 	: 	: 
NAC,TOTAL,MEI_E,XK	: 	: 	: 	: 	2198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,AL	: 	2675 	3569 	3474 	3071 	2345 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,AT	10873 b	10515 	13218 	11453 	10975 	11334 	11648 	11120 	9813 	10661 	11372 	10861 	10797 	10918 	10477 b	8613 	9577 	9573 	8818 	8799 
PPS,A1_DCH,MED_E,BE	13252 b	12134 	11572 	11721 b	9822 	9864 	9627 	9560 	7878 	7695 	7878 	7579 	7962 	8369 	7737 	7361 	8931 	6871 	5075 	7566 
PPS,A1_DCH,MED_E,BG	5520 b	5048 	5033 	4692 	5377 	4450 	3588 b	4088 	3530 	4004 	3025 	4003 	3516 	4250 	2789 	2664 	1939 	: 	: 	: 
PPS,A1_DCH,MED_E,CH	17622 	15393 	14236 	14566 	14640 	15338 	16935 	15987 	16414 b	15254 	14607 	13611 	13923 	13674 	14372 	12355 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,CY	11779 b	9569 	10339 	12925 	9135 	8441 	8944 	8731 	8253 	10042 	11933 	11957 	10994 	9537 	8458 b	10194 	9215 	8029 	: 	: 
PPS,A1_DCH,MED_E,CZ	10199 b	8497 	9170 	9432 	8788 	7932 	7450 	7289 	6240 	7192 	6454 	5890 	5603 	5392 	4980 	4420 	3916 	3397 	: 	: 
PPS,A1_DCH,MED_E,DE	11285 b	10678 	11809 b	13247 	10844 	10734 	10890 	10781 	10881 	9372 	8886 	7871 	7215 	7981 	7569 	8026 	7470 	8736 	: 	: 
PPS,A1_DCH,MED_E,DK	13950 b	13557 	14671 b	15611 	14256 	13711 	14748 	12748 	12364 	12120 	12880 	12124 b	11581 	11298 	11689 	11465 	10237 	9956 	9456 	9703 
PPS,A1_DCH,MED_E,EA	: 	9554 	10329 b	11105 	9930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,EA18	: 	: 	10380 b	11184 	9988 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,EA19	: 	9554 	10329 b	11105 	9930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,EA20	10460 	9600 	10316 	11087 	9920 	9975 	9913 	9699 	9632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,EE	10703 	8900 	9139 	7946 	7655 	7946 	7750 	6146 	5788 b	5325 	4953 	5234 	4334 	4907 	4643 	3582 	3044 	2432 	1979 	: 
PPS,A1_DCH,MED_E,EL	6591 b	6022 	6959 	5958 	5526 	5598 	5723 	5956 	6150 	5446 	4443 	6763 	8144 	8231 	8110 	7518 	8978 	5740 	6113 	6336 
PPS,A1_DCH,MED_E,ES	9372 b	7542 	9805 	9463 	9069 	8864 	8992 	8211 	7359 	7648 	8548 	7795 	7373 	7993 	9824 b	8464 	7674 	6527 	6564 	: 
PPS,A1_DCH,MED_E,EU	: 	: 	: 	9638 e	8666 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,EU27_2007	: 	: 	: 	9646 e	8675 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,EU27_2020	10361 	9525 	10095 b	10739 e	9624 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,EU28	: 	: 	: 	9638 e	8666 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,FI	12014 	11461 	11693 	11125 	9288 	10273 	10788 	10798 	10512 	11242 	10952 	10706 	10314 	10148 	9109 	8275 	8299 	7705 	7683 	: 
PPS,A1_DCH,MED_E,FR	9049 b	8403 	8625 b	10270 	9901 	10670 	10013 	9979 	9895 	9690 	9420 	9619 	8236 	9233 	8881 b	8068 	8446 	7875 	7614 	: 
PPS,A1_DCH,MED_E,HR	8932 b	7262 	7665 	7090 	5783 	6169 	5175 	4945 	4878 	4965 	5354 	4226 	5761 	: 	: 	: 	: 	: 	: 	: 
PPS,A1_DCH,MED_E,HU	6386 b	6048 	6152 	6107 	4480 	4413 	3830 	3961 	4083 	4008 	4129 	3691 	3515 	3591 	3305 	3252 	3190 	3148 	: 	: 
PPS,A1_DCH,MED_E,IE	4628 b	3634 	3348 b	6342 	3498 	3137 	1442 	2816 	2072 	1556 	2808 	1930 	1851 	2045 	3073 	3930 	1852 	1654 	1133 	2262 
PPS,A1_DCH,MED_E,IS	: 	: 	: 	: 	14667 	12669 	12166 	10737 	10599 	10632 	7933 	8148 	8162 	12311 	12790 	12147 	11625 	10951 	9115 	: 
PPS,A1_DCH,MED_E,IT	12055 b	11120 	12393 	12153 	11312 	10829 	11096 	10700 	10546 	9843 	9308 	10026 	9255 	9968 	9774 	10025 	9706 	9101 	9265 	: 
PPS,A1_DCH,MED_E,LT	7170 b	6432 	5994 	5012 	5357 	4830 	5441 	4174 	3931 	3565 	4122 	2723 	2638 	3273 	3620 	3135 	2558 	1870 	: 	: 
PPS,A1_DCH,MED_E,LU	20346 b	14779 b	14392 b	14441 	14708 	13967 	11897 b	12636 	13084 	9114 	9713 	10629 	11570 	9137 	10627 	11004 	10722 	13852 	14468 	14491 
PPS,A1_DCH,MED_E,LV	7794 b	6463 	7326 	7336 	6027 	5581 	5067 	4879 	4135 	3658 	3209 	3243 	3254 	4342 	4418 	3236 	2323 	2407 	: 	: 
PPS,A1_DCH,MED_E,ME	2860 	2584 	3879 	4114 	3751 	3911 	4546 	3605 	3433 	3360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
